CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
18268,Winning Hands Foaming Antibacterial,,,842,"Betco Corporation, Ltd",Betco,90,Skin Care Products ,93,Skin Cleansers,333,50-00-0,28136,Formaldehyde (gas),07/17/2012,07/17/2012,2000-01-01,07/17/2012,07/17/2012,2000-01-01,1,Night,Dry,24 months,200ml,3.0,4598.0,liquid,Adults,25.0,bottle,Yes,Eco-Friendly
38535,LE ROUGE - INTENSE COLOR - SENSUOUSLY MAT LIP COLOR,61033.0,332 - FEARLESS,373,LVMH FRAGRANCE BRANDS,GIVENCHY,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,63154,Titanium dioxide,07/30/2019,07/30/2019,2000-01-01,07/30/2019,07/30/2019,2000-01-01,1,Day,Normal,36 months,200ml,3.0,4062.0,solid,Teens,21.0,tube,Yes,None
16852,EXTRA VIRGIN MINERALS CREAM COMPACT FOUNDATION SHADE: 102 natural ivory,25729.0,EXTRA VIRGIN MINERALS cream compact foundation shade: 405 golden caramel,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,26215,Titanium dioxide,07/07/2011,02/13/2014,2000-01-01,07/07/2011,07/07/2011,2000-01-01,1,Both,Oily,24 months,100ml,1.0,812.0,gel,Teens,19.0,box,No,None
39757,Clean & Clear Morning Burst Facial Scrub,,,954,Johnson & Johnson Consumer Companies,Clean & Clear,90,Skin Care Products ,93,Skin Cleansers,656,13463-67-7,65065,Titanium dioxide,10/01/2019,10/01/2019,2000-01-01,10/01/2019,10/01/2019,2000-01-01,1,Day,Normal,24 months,200ml,4.0,4692.0,gel,Men,4.0,box,No,None
27390,Mineral Moisture Defense SPF 50,,,1026,MDSolarSciences �,MDSolarSciences,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,871,1317-70-0,44361,Titanium dioxide,12/17/2015,12/17/2015,2000-01-01,12/17/2015,12/17/2015,2000-01-01,1,Both,Oily,24 months,30g,1.0,1945.0,cream,Men,18.0,bottle,Yes,None
13629,Blush Rush (Bare),,,557,Smashbox Cosmetics,Smashbox Blush Rush (Bare),44,Makeup Products (non-permanent),45,Blushes ,938,79-81-2,21120,Retinyl palmitate,06/28/2010,06/28/2010,2000-01-01,06/28/2010,06/28/2010,2000-01-01,2,Night,Sensitive,24 months,30g,4.0,2880.0,powder,Teens,6.0,tube,Yes,Eco-Friendly
40679,REVLON Colorstay Brow Fiber Filler [Speedy] WARM BROWN,63309.0,MEDIUM BROWN,23,Revlon Consumer Product Corporation,Revlon Colorstay,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,66575,Titanium dioxide,12/19/2019,12/19/2019,2000-01-01,12/19/2019,12/19/2019,2000-01-01,1,Both,Oily,12 months,30g,2.0,2226.0,cream,Adults,3.0,bottle,Yes,None
12540,PhotoAge Protection Cream 30+,,,597,"Advanced Aesthetics, Inc.",GlyMed Plus,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,1099,131-57-7,18941,Benzophenone-3,06/16/2010,06/16/2010,2000-01-01,06/16/2010,06/16/2010,2000-01-01,1,Night,Dry,24 months,100ml,3.0,1338.0,cream,Children,18.0,box,No,None
24439,NARS Single Eyeshadow,37440.0,Night Fairy,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,37682,Titanium dioxide,12/19/2014,09/13/2018,2000-01-01,12/19/2014,12/19/2014,2000-01-01,2,Both,Sensitive,24 months,100ml,5.0,2789.0,powder,Children,25.0,jar,Yes,Eco-Friendly
38700,Revlon Super Lustrous Pearl Lipstick Restage,61383.0,Coffee Bean,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,63473,Titanium dioxide,08/16/2019,08/16/2019,2000-01-01,08/16/2019,08/16/2019,2000-01-01,1,Day,Oily,12 months,200ml,5.0,716.0,solid,Adults,19.0,jar,No,Eco-Friendly
19356,Vernis � ongles Brillance 5 jours / Nail lacquer 5 day shine,28809.0,62. Full Moon Party,198,S+,Sephora ,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,29386,Titanium dioxide,01/23/2013,01/23/2013,2000-01-01,01/23/2013,01/23/2013,2000-01-01,1,Day,Sensitive,12 months,100ml,5.0,3176.0,liquid,Children,19.0,jar,No,None
30796,Barburys After Shave Balm,,,1093,Arcadia Beauty Labs LLC,Barburys,82,Shaving Products,83,Aftershave Products,656,13463-67-7,50104,Titanium dioxide,06/20/2017,06/20/2017,2000-01-01,06/20/2017,06/20/2017,2000-01-01,2,Both,Dry,36 months,15g,3.0,216.0,cream,Women,29.0,bottle,Yes,Vegan
36334,PhotoReady BB Cream Skin Perfector SPF 30,56784.0,Medium,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,58797,Titanium dioxide,01/29/2019,01/30/2019,2000-01-01,01/30/2019,01/30/2019,2000-01-01,1,Both,Oily,24 months,30g,4.0,3561.0,powder,Children,26.0,bottle,No,Vegan
32632,COSME DECORTE The Rouge,48554.0,PK 852,1031,"KOS� America, Inc.",DECORT�,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,52501,Titanium dioxide,01/22/2018,11/15/2019,2000-01-01,01/22/2018,01/22/2018,2000-01-01,1,Night,Dry,36 months,15g,1.0,4772.0,cream,Teens,4.0,box,No,Cruelty-Free
27818,Anti-Aging Longevity Serum,,,1081,"La Prairie, Inc.",La Prairie,90,Skin Care Products ,161,Facial Cream,1011,119-61-9,45182,Benzophenone,03/07/2016,03/09/2016,2000-01-01,03/09/2016,03/09/2016,2000-01-01,1,Day,Sensitive,36 months,100ml,5.0,2757.0,powder,Children,10.0,bottle,No,None
21955,CoverGirl Outlast Stay Brilliant Nail Gloss,36285.0,Toasted Almond,86,The Procter & Gamble Company,CoverGirl,59,Nail Products,65,Nail Polish and Enamel,1104,1333-86-4,36493,Carbon black,01/02/2014,10/11/2018,10/02/2016,10/15/2014,10/15/2014,2000-01-01,2,Both,Dry,12 months,100ml,5.0,123.0,gel,Teens,7.0,tube,No,Organic
10627,gloss,15911.0,blushing,402,Caleel+Hayden,glominerals,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,15790,Titanium dioxide,03/29/2010,12/30/2010,2000-01-01,03/29/2010,03/29/2010,2000-01-01,2,Both,Sensitive,24 months,100ml,5.0,385.0,solid,Children,28.0,bottle,Yes,Eco-Friendly
17352,SHOWER GEL SEA COTTON 10Z,26451.0,LIGHT BLUE - SEA COTTON,808,Atlas Development Limited,April Bath & Shower,6,Bath Products,159,Body Washes and Soaps,969,13463-67-7,27078,Cocamide DEA,11/22/2011,11/22/2011,2000-01-01,11/22/2011,11/22/2011,2000-01-01,1,Day,Dry,24 months,50ml,2.0,1195.0,solid,Teens,22.0,jar,No,None
30596,SuperNail ProDip 4PC Kit,,,1148,American International Industries,SuperNail,59,Nail Products,60,Artificial Nails and Related Products,1122,99-97-8,49557,"N,N-Dimethyl-p-toluidine",05/30/2017,05/30/2017,2000-01-01,05/30/2017,05/30/2017,2000-01-01,2,Both,Sensitive,12 months,100ml,3.0,2125.0,liquid,Adults,22.0,jar,No,None
10881,THE BRONZER GLOW BRONZING POWDER,16071.0,SUNSHINE,86,The Procter & Gamble Company,Dolce & Gabbana,106,Sun-Related Products,108,Suntan Enhancers,656,13463-67-7,16165,Titanium dioxide,04/27/2010,10/17/2018,03/31/2017,04/27/2010,04/27/2010,2000-01-01,1,Both,Dry,24 months,30g,4.0,3290.0,liquid,Men,11.0,jar,No,Eco-Friendly
3756,JOLI ROUGE TENUE HYDRATATION / LONG-WEARING MOISTURIZING LIPSTICK,8958.0,703,22,CLARINS S.A.,CLARINS PARIS,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,7824,Titanium dioxide,10/13/2009,08/31/2011,2000-01-01,10/14/2009,10/14/2009,2000-01-01,2,Night,Oily,36 months,200ml,5.0,4012.0,solid,Adults,7.0,jar,No,Cruelty-Free
17505,L'Oreal Colour Riche Nail,27065.0,wishful pinking,67,L'Oreal USA,L'OREAL,59,Nail Products,66,Nail Polish and Enamel Removers,656,13463-67-7,27239,Titanium dioxide,01/13/2012,01/13/2012,2000-01-01,01/13/2012,01/13/2012,2000-01-01,1,Day,Sensitive,24 months,50ml,3.0,4348.0,solid,Children,22.0,box,No,None
13004,Diamond Shine Lipgloss,18422.0,Pink Sequins,546,"Beauty 21 Cosmetics, Inc.",L.A. Colors,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,20359,Titanium dioxide,06/22/2010,12/30/2010,2000-01-01,06/22/2010,06/22/2010,2000-01-01,1,Both,Dry,36 months,50ml,3.0,489.0,solid,Teens,10.0,tube,No,None
22719,Marvelous Moxie Lipgloss,34411.0,Major Flirt,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,34469,Titanium dioxide,04/02/2014,03/23/2016,2000-01-01,04/02/2014,04/02/2014,2000-01-01,1,Both,Oily,24 months,200ml,3.0,2366.0,liquid,Children,7.0,tube,Yes,Eco-Friendly
18892,Beautifully Matte Foundation Sunscreen Broad Spectrum SPF 15,28529.0,Cool Ivory,562,The Boots Company PLC,No7,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,28860,Titanium dioxide,11/21/2012,11/05/2019,2000-01-01,11/21/2012,11/21/2012,2000-01-01,1,Both,Oily,24 months,30g,3.0,3295.0,solid,Teens,10.0,tube,Yes,Vegan
22128,GLOSS D'ENFER / MAXI SHINE,32769.0,400 GOLD TCHLACK,298,GUERLAIN,GUERLAIN,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,33664,Titanium dioxide,01/29/2014,06/21/2018,2000-01-01,01/29/2014,01/29/2014,2000-01-01,1,Night,Dry,12 months,200ml,3.0,1163.0,liquid,Children,22.0,jar,No,None
5831,L'Oreal Voluminous Waterproof Mascara,10015.0,Black,67,L'Oreal USA,L'Oreal,44,Makeup Products (non-permanent),162,Mascara/Eyelash Products,656,13463-67-7,9727,Titanium dioxide,10/16/2009,12/30/2010,2000-01-01,10/16/2009,10/16/2009,2000-01-01,1,Day,Normal,24 months,200ml,1.0,4830.0,solid,Teens,25.0,jar,No,Eco-Friendly
20947,NYC Expert Last Lipstick,31105.0,Blue Rose,171,Coty,N.Y.C - New York Color,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,31841,Titanium dioxide,09/25/2013,01/31/2019,2000-01-01,09/25/2013,09/25/2013,2000-01-01,2,Night,Normal,12 months,50ml,1.0,4448.0,gel,Teens,12.0,bottle,No,Eco-Friendly
2765,Rimmel - London Moisture Renew Lipstick,22269.0,Mocha Cream,171,Coty,Rimmel - London,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,7036,Titanium dioxide,10/08/2009,09/12/2013,2000-01-01,10/13/2009,10/13/2009,2000-01-01,2,Day,Oily,12 months,50ml,5.0,2957.0,liquid,Men,18.0,bottle,No,None
28587,Smuggler's Soul shampoo bar,,,997,Lush Ltd,Lush,18,Hair Care Products (non-coloring),25,Hair Shampoos (making a cosmetic claim) ,656,13463-67-7,46124,Titanium dioxide,06/29/2016,06/29/2016,2000-01-01,06/29/2016,06/29/2016,2000-01-01,1,Night,Sensitive,12 months,50ml,5.0,4823.0,liquid,Women,10.0,box,Yes,None
23965,Top Gloss Gel,36660.0,white,813,Alessandro International GmbH,Top Gloss Gel ,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,36897,Titanium dioxide,11/03/2014,11/03/2014,2000-01-01,11/03/2014,11/03/2014,2000-01-01,1,Day,Sensitive,24 months,50ml,5.0,1758.0,powder,Women,10.0,box,No,Organic
36779,Intense I-Color Eyeshadow Trio,58777.0,Hearts on Fire - Bottom,23,Revlon Consumer Product Corporation,Almay,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,60111,Titanium dioxide,03/11/2019,03/11/2019,2000-01-01,03/11/2019,03/11/2019,2000-01-01,1,Day,Oily,12 months,200ml,1.0,310.0,gel,Adults,4.0,jar,No,None
22223,Liquid Light,33035.0,Shade 01,1049,Japonesque,Japonesque,44,Makeup Products (non-permanent),57,Makeup Fixatives,656,13463-67-7,33835,Titanium dioxide,02/04/2014,08/12/2019,2000-01-01,02/04/2014,02/04/2014,2000-01-01,1,Night,Normal,36 months,100ml,5.0,2393.0,gel,Men,24.0,tube,No,None
35918,MINERAL MATTE CREME POWDER FOUNDATION SPF 15,55240.0,HEAVENLY HONEY,1277,MANA Products Inc.,Black Opal,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,57880,Titanium dioxide,12/27/2018,12/27/2018,2000-01-01,12/27/2018,12/27/2018,2000-01-01,1,Day,Sensitive,12 months,100ml,1.0,1487.0,cream,Teens,10.0,box,Yes,None
22788,Bath & Body Works Whipped Shimmer Body Cream,34847.0,Pink Chiffon,556,Victoria's Secret Beauty,Bath & Body Works,90,Skin Care Products ,102,Skin Moisturizers (making a cosmetic claim),656,13463-67-7,34543,Titanium dioxide,04/11/2014,04/11/2014,2000-01-01,04/11/2014,04/11/2014,2000-01-01,1,Both,Dry,12 months,50ml,5.0,2059.0,cream,Women,13.0,jar,Yes,None
15605,Sally Hansen Salon Effects,26592.0,Hear me Roar,171,Coty,Sally Hansen,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,23971,Titanium dioxide,11/15/2010,11/29/2011,2000-01-01,11/15/2010,11/15/2010,2000-01-01,1,Night,Dry,36 months,100ml,3.0,3556.0,gel,Teens,28.0,box,No,Eco-Friendly
37071,Sinful Colors New,59525.0,Hot Toffee,23,Revlon Consumer Product Corporation,Sinful Colors,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,60903,Titanium dioxide,04/16/2019,04/16/2019,2000-01-01,04/16/2019,04/16/2019,2000-01-01,1,Night,Oily,12 months,30g,4.0,2680.0,powder,Adults,2.0,box,No,Organic
29409,Nail Lacquer,45554.0,Kiki  Pink,1128,Chrome Hearts LLC,Chrome Hearts,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,47571,Titanium dioxide,12/29/2016,12/29/2016,2000-01-01,12/29/2016,12/29/2016,2000-01-01,4,Both,Oily,12 months,50ml,4.0,1035.0,gel,Adults,2.0,box,No,None
25023,All Eyes On Me,,,1027,"Hand & Nail Harmony, Inc",All That Jazz,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,38774,Titanium dioxide,01/07/2015,01/07/2015,2000-01-01,01/07/2015,01/07/2015,2000-01-01,1,Day,Sensitive,12 months,200ml,3.0,209.0,gel,Men,1.0,jar,No,None
20926,Lipstick,31008.0,coral,402,Caleel+Hayden,glominerals,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,31798,Titanium dioxide,09/24/2013,09/24/2013,2000-01-01,09/24/2013,09/24/2013,2000-01-01,2,Night,Normal,24 months,15g,4.0,1048.0,cream,Teens,8.0,bottle,No,Eco-Friendly
25911,Lip Gloss (Shake & Shimmer),,,1000,MAESA LLC,Bongo,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,759,13463-67-7,40497,"Mineral oils, untreated and mildly treated",04/02/2015,10/30/2015,04/02/2015,04/02/2015,04/02/2015,2000-01-01,2,Both,Dry,24 months,15g,3.0,2812.0,cream,Teens,18.0,box,No,Vegan
2415,Rimmel - London 60 Seconds Nail Polish,26766.0,Ethereal,171,Coty,Rimmel - London,59,Nail Products,65,Nail Polish and Enamel,104,1333-86-4,3174,"Carbon black (airborne, unbound particles of respirable size)",10/06/2009,09/11/2013,2000-01-01,10/06/2009,10/13/2009,10/13/2009,2,Both,Oily,24 months,200ml,5.0,117.0,solid,Adults,8.0,jar,Yes,None
17497,Maybelline Superstay One Step Lipstick 14 Hr,26976.0,Ultimate Blush,67,L'Oreal USA,Maybelline,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,27231,Titanium dioxide,01/12/2012,01/12/2012,2000-01-01,01/12/2012,01/12/2012,2000-01-01,1,Day,Oily,36 months,100ml,4.0,3672.0,powder,Teens,6.0,box,No,None
1000,All-Over Face Color,43233.0,Bright Radiance,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,1104,Titanium dioxide,09/16/2009,03/29/2016,2000-01-01,09/16/2009,09/16/2009,2000-01-01,1,Night,Normal,12 months,30g,4.0,3932.0,liquid,Women,29.0,jar,Yes,Eco-Friendly
40343,BOUNCE� Airbrush Liquid Whip Concealer,62556.0,3.25 N Med Neutral,1257,"Rea.deeming Beauty, Inc.",beautyblender,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,66041,Titanium dioxide,11/10/2019,11/10/2019,2000-01-01,11/10/2019,11/10/2019,2000-01-01,1,Night,Dry,36 months,200ml,5.0,3960.0,gel,Women,15.0,bottle,No,Vegan
30733,JORDANA EYE PRIMER BASE,47177.0,,1159,MILANI COSMETICS,JORDANA,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,49931,Titanium dioxide,06/08/2017,06/08/2017,2000-01-01,06/08/2017,06/08/2017,2000-01-01,2,Day,Dry,12 months,200ml,4.0,4931.0,cream,Adults,28.0,jar,Yes,Vegan
9254,FLAWLESS SKIN PROTECTING CONCEALER,,,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,14200,Titanium dioxide,12/22/2009,02/13/2014,07/10/2013,12/22/2009,12/22/2009,2000-01-01,1,Both,Normal,36 months,100ml,3.0,2121.0,liquid,Adults,5.0,bottle,Yes,Eco-Friendly
1240,Timeless Age-Defying Makeup Broad Spectrum SPF 20,1484.0,Sesame,91,Merle Norman Cosmetics,Merle Norman Cosmetics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,1362,Titanium dioxide,09/20/2009,07/08/2015,2000-01-01,09/20/2009,09/20/2009,2000-01-01,1,Night,Sensitive,36 months,200ml,5.0,479.0,solid,Women,17.0,box,Yes,None
22894,Got You Covered Mineral Powder Foundation Broad Spectrum SPF 15 Sunscreen (Bisque),,,290,Arbonne International LLC,Arbonne Cosmetics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,34825,Titanium dioxide,05/08/2014,05/08/2014,2000-01-01,05/08/2014,05/08/2014,2000-01-01,1,Both,Oily,36 months,100ml,2.0,1359.0,powder,Children,10.0,bottle,Yes,None
16489,L' BEL COULEUR LUXE ROUGE AMPLIFIER XP/Amplifying lipstick SPF 15,25236.0,ROSE D'AMOUR,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",953,13463-67-7,25485,Talc,04/13/2011,04/13/2011,2000-01-01,04/13/2011,04/13/2011,2000-01-01,3,Both,Sensitive,12 months,50ml,2.0,4348.0,liquid,Teens,2.0,bottle,Yes,None
18103,04 ALL-IN-ONE-CONCEALER,,,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,27955,Titanium dioxide,06/19/2012,06/19/2012,2000-01-01,06/19/2012,06/19/2012,2000-01-01,1,Both,Dry,36 months,15g,4.0,3678.0,solid,Men,9.0,tube,Yes,None
22484,Victoria's Secret Nail Lacquer,33589.0,Brighten Up,556,Victoria's Secret Beauty,Victoria's Secret Beauty,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,34157,Titanium dioxide,03/17/2014,03/17/2014,2000-01-01,03/17/2014,03/17/2014,2000-01-01,1,Day,Normal,36 months,50ml,1.0,3286.0,powder,Teens,23.0,jar,No,Cruelty-Free
39295,Soak-Off Nail Gel Polish Mini - All American Beauty,,,1035,Nail Alliance - Entity,Gelish,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,64434,Titanium dioxide,09/11/2019,09/11/2019,2000-01-01,09/11/2019,09/11/2019,2000-01-01,1,Day,Sensitive,24 months,50ml,5.0,4352.0,solid,Women,17.0,tube,Yes,Organic
24026,CoverGirl Outlast Stay Brilliant Glosstinis,38666.0,Scalding Emerald,86,The Procter & Gamble Company,CoverGirl,59,Nail Products,65,Nail Polish and Enamel,1104,1333-86-4,39790,Carbon black,11/13/2014,10/11/2018,04/03/2015,03/19/2015,03/19/2015,2000-01-01,2,Night,Normal,12 months,30g,1.0,743.0,powder,Men,14.0,bottle,Yes,Eco-Friendly
39171,Colour Gloss Soak Off Gel Nail Colour - No Taming My Twin,,,1035,Nail Alliance - Entity,Artistic,59,Nail Products,168,UV Gel Nail Polish,656,13463-67-7,64279,Titanium dioxide,09/09/2019,09/09/2019,2000-01-01,09/09/2019,09/09/2019,2000-01-01,1,Night,Normal,24 months,30g,2.0,4902.0,gel,Teens,20.0,tube,Yes,None
33443,DIORSKIN NUDE LUMINIZER Shimmering Glow Powder,50095.0,004,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,54039,Titanium dioxide,07/03/2018,12/19/2019,2000-01-01,07/03/2018,07/03/2018,2000-01-01,1,Day,Dry,12 months,50ml,3.0,3759.0,solid,Women,16.0,bottle,Yes,None
2514,BLACK LABEL LIPSTICK,5233.0,RAISIN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,3463,Titanium dioxide,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,10/06/2009,2,Day,Normal,24 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
20797,Loose Base,30410.0,golden - light,402,Caleel+Hayden,glominerals,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,31457,Titanium dioxide,09/09/2013,09/09/2013,2000-01-01,09/09/2013,09/09/2013,2000-01-01,2,Both,Dry,36 months,100ml,2.0,1983.0,cream,Teens,5.0,tube,Yes,Eco-Friendly
8959,GEL EYELINER,14391.0,BLACK,195,Estee Lauder Inc.,Estee Lauder,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,13858,Titanium dioxide,12/17/2009,12/30/2010,2000-01-01,12/17/2009,12/17/2009,2000-01-01,1,Night,Normal,12 months,50ml,2.0,3456.0,gel,Children,21.0,jar,No,Vegan
39376,Dip - Dip Powder Cr�me - Dancing & Romancing,,,1035,Nail Alliance - Entity,Gelish,59,Nail Products,60,Artificial Nails and Related Products,776,13463-67-7,64551,"Silica, crystalline (airborne particles of respirable size)",09/12/2019,09/12/2019,2000-01-01,09/12/2019,09/12/2019,2000-01-01,2,Day,Oily,36 months,200ml,5.0,2085.0,solid,Children,24.0,box,No,Eco-Friendly
29119,METEORITES TRAVELLING PEARLS DUO OF ILLUMINATING PEARLS OF POWDER & BLUSH,,,298,GUERLAIN,GUERLAIN,44,Makeup Products (non-permanent),49,Face Powders,1001,12001-26-2,47200,Mica,10/17/2016,05/24/2018,12/31/2016,10/17/2016,10/17/2016,2000-01-01,2,Night,Sensitive,12 months,15g,3.0,3942.0,solid,Women,8.0,box,Yes,None
26237,Lip & Cheek Pencil,39600.0,Love,1051,Nudestix,Nudestix,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,41309,Titanium dioxide,05/14/2015,05/21/2015,2000-01-01,05/14/2015,05/14/2015,2000-01-01,2,Night,Sensitive,12 months,200ml,1.0,4615.0,liquid,Teens,4.0,bottle,No,Organic
14790,Effect Parfait illuminating compact powder,20889.0,beige,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,22799,Titanium dioxide,07/14/2010,12/30/2010,2000-01-01,07/26/2010,07/26/2010,2000-01-01,2,Day,Oily,36 months,15g,5.0,3359.0,liquid,Teens,23.0,jar,No,None
16688,SCENTED SOAP,,,148,BEAUTE PRESTIGE INTERNATIONAL,ELIE SAAB - LE PARFUM,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,25913,Titanium dioxide,06/16/2011,01/20/2014,10/26/2012,06/16/2011,06/16/2011,2000-01-01,1,Both,Normal,36 months,15g,2.0,189.0,gel,Adults,28.0,bottle,Yes,Organic
11257,Colorstay 12 Hour Eye Shadow Quad- Candyland D,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,16533,Titanium dioxide,05/13/2010,05/13/2010,2000-01-01,05/13/2010,05/13/2010,2000-01-01,1,Day,Normal,36 months,200ml,3.0,2651.0,solid,Adults,20.0,bottle,Yes,Eco-Friendly
33912,AQUA XL INK LINER EXTRA LONG LASTING WATERPROOF EYELINER,52033.0,M-62,1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,54750,Titanium dioxide,08/13/2018,09/06/2019,2000-01-01,08/13/2018,08/13/2018,2000-01-01,2,Both,Oily,36 months,50ml,2.0,3814.0,powder,Teens,10.0,bottle,Yes,None
40336,JOURMOE 3Way Eyebrow Eyeliner&Shadow [01 Black],,,1341,"Oceana USA, Inc.",R7,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,66008,Titanium dioxide,11/08/2019,11/08/2019,2000-01-01,11/08/2019,11/08/2019,2000-01-01,1,Night,Oily,24 months,200ml,4.0,4884.0,liquid,Men,1.0,jar,No,None
11691,Mineral FX,16349.0,B45,542,Cover FX Skin Care Inc.,Cover FX,44,Makeup Products (non-permanent),49,Face Powders,656,13463-67-7,17068,Titanium dioxide,05/31/2010,08/20/2013,05/01/2013,05/31/2010,05/31/2010,2000-01-01,1,Night,Normal,36 months,200ml,3.0,539.0,powder,Women,2.0,tube,No,None
20991,Rimmel - London ScandalEyes Shadow Paint,31201.0,Rich Russet,171,Coty,Rimmel - London,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,31936,Titanium dioxide,10/02/2013,10/02/2013,2000-01-01,10/02/2013,10/02/2013,2000-01-01,1,Both,Normal,24 months,50ml,3.0,4928.0,powder,Men,15.0,tube,Yes,Vegan
33574,DIORSHOW MONO Professional Eyeshadow Spectacular Effects & Long Wear,50883.0,296,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,54337,Titanium dioxide,07/18/2018,04/16/2020,2000-01-01,07/18/2018,07/18/2018,2000-01-01,1,Day,Oily,36 months,200ml,2.0,4131.0,liquid,Adults,6.0,tube,No,Eco-Friendly
